name,gender,origins
Filipa,f,Portuguese
Filipe,m,Portuguese
Filipina,f,Polish (Rare)
Filipp,m,Russian
Filippa,f,"Greek, Swedish, Danish, Norwegian, Italian"
Filippo,m,Italian
Filippos,m,Greek
Filippu,m,Corsican
Filippŭ,m,Old Church Slavic
Filippus,m,Dutch (Rare)
Filips,m,Latvian
Filiz,f,Turkish
Fillin,m,Irish (Rare)
Filomena,f,"Italian, Portuguese, Spanish, Lithuanian"
Fima,m,Russian
Fina,f,"Italian, Spanish"
Finbar,m,Irish
Finbarr,m,Irish
Findláech,m,Medieval Scottish
Findlay,m,Scottish
Finees,m,Biblical Latin
Finella,f,Scottish
Fingal,m,Literature
Finja,f,German
Finka,f,Croatian
Finlay,m,"Scottish, English"
Finley,m,English
Finn 1,m,"Irish Mythology, Old Irish, Irish, English, Dutch, German"
Finn 2,m,"Danish, Norwegian, Swedish, Dutch, German"
Finnán,m,Old Irish
Finnbar,m,Irish (Rare)
Finnbarr,m,Old Irish
Finnegan,m,English (Modern)
Finnén,m,Old Irish
Finnguala,f,Irish Mythology
Finnian,m,Irish
Finnick,m,Literature
Finnley,m,English (Modern)
Finnr,m,Old Norse
Finnuala,f,Irish
Finnur,m,Icelandic
Finola,f,Irish
Fintan,m,"Irish, Irish Mythology, Old Irish"
Fion,m,Irish Mythology
Fíona,f,Irish
Fiona,f,"Scottish, English"
Fionn,m,"Irish, Irish Mythology"
Fionnán,m,Irish
Fionnbarra,m,Irish (Rare)
Fionnbharr,m,Irish (Rare)
Fionnghal,f,Scottish Gaelic
Fionnghuala,f,"Irish, Irish Mythology"
Fionnlagh,m,Scottish Gaelic
Fionntan,m,Irish
Fionnuala,f,"Irish, Irish Mythology"
Fionola,f,Irish (Rare)
Fioralba,f,Italian (Rare)
Fiore,f,Italian
Fiorella,f,Italian
Fiorenza,f,Italian
Fiorenzo,m,Italian
Fiorino,m,Italian
Firas,m,Arabic
Fırat,m,Turkish
Firdaus,m,"Arabic, Indonesian, Malay, Urdu"
Firdausi,m,History
Firdavs,m,"Tajik, Uzbek"
Firdos,m,Urdu
Firdous,m,Urdu
Firenze,f,Various (Rare)
Firmin,m,"French, Medieval English"
Firmina,f,"Late Roman, Portuguese"
Firmino,m,Portuguese
Firminus,m,Late Roman
Firoozeh,f,Persian
Firouz,m,Persian
Firouzeh,f,Persian
Firoz,m,Bengali
Firuz,m,"Persian, Tajik"
Firuza,f,Tajik
Firuzə,f,Azerbaijani
Firuze,f,Turkish
Firuzeh,f,Persian
Fishel,m,Yiddish
Fisher,m,English
Fishke,m,Yiddish (Rare)
Fito,m,Spanish
Fitri,f,"Indonesian, Malay"
Fitz,m,English (Rare)
Fitzroy,m,English (Rare)
Fitzwilliam,m,Literature
Fizza,f,Arabic
Fjolla,f,Albanian
Flæmingr,m,Old Norse
Flaithrí,m,Old Irish
Flaka,f,Albanian
Flaminia,f,"Ancient Roman, Italian"
Flaminio,m,Italian
Flaminius,m,Ancient Roman
Flamur,m,Albanian
Flanagan,m,English (Rare)
Flann,m,"Irish, Old Irish"
Flannán,m,"Irish, Old Irish"
Flannery,f,English (Rare)
Flávia,f,Portuguese
Flavia,f,"Italian, Spanish, Romanian, Ancient Roman"
Flavian,m,History (Ecclesiastical)
Flaviana,f,"Ancient Roman, Italian"
Flaviano,m,Italian
Flavianus,m,Ancient Roman
Flavie,f,French
Flavien,m,French
Flavienne,f,French (Rare)
Flávio,m,Portuguese
Flavio,m,"Italian, Spanish"
Flaviu,m,Romanian
Flavius,m,"Ancient Roman, Romanian"
Flemming,m,Danish
Fletcher,m,English
Fleur,f,"French, Dutch, English (British)"
Fleurette,f,"French (Rare), Dutch (Rare), English (Rare)"
Flick,f,English (Rare)
Flint,m,English
Flip,m,Dutch
Flo,f,English
Floarea,f,Romanian
Floella,f,English (Rare)
Floor,m,Dutch
Floortje,f,Dutch
Flor,f,"Spanish, Portuguese"
Flóra,f,Hungarian
Flora,f,"English, Italian, Spanish, Portuguese, German, Dutch, French, Greek, Albanian, Roman Mythology"
Flore,f,French
Florea,m,Romanian
Florence,f,"English, French"
Florência,f,Portuguese
Florencia,f,Spanish
Florêncio,m,Portuguese
Florencio,m,Spanish
Florent,m,French
Florentia,f,Late Roman
Florentin,m,"Romanian, French, German (Rare)"
Florentina,f,"Spanish, Romanian, Late Roman"
Florentine,f,French
Florentino,m,Spanish
Florentinus,m,Late Roman
Florentius,m,Late Roman
Florentyna,f,Polish
Floretta,f,English
Florette,f,French (Rare)
Flórián,m,Hungarian
Florián,m,"Slovak, Czech, Spanish"
Florian,m,"German, French, Romanian, Polish, History"
Floriana,f,"Italian, Romanian, Ancient Roman"
Floriane,f,French
Florianne,f,French (Rare)
Floriano,m,Italian
Florianus,m,Ancient Roman
Florica,f,Romanian
Florijan,m,"Croatian, Slovene"
Florimond,m,"Literature, French"
Florin,m,Romanian
Florina,f,"Romanian, Spanish, Late Roman"
Florinda,f,"Spanish, Portuguese"
Florine,f,French
Florinel,m,Romanian
Florinus,m,Late Roman
Floris,m,Dutch
Florizel,m,Literature
Floro,m,"Italian (Rare), Spanish (Rare), Portuguese (Rare)"
Florrie,f,English
Florry,f,English
Florus,m,Ancient Roman
Flossie,f,English
Flower,f,English (Rare)
Floy,f,English
Floyd,m,English
Flutura,f,Albanian
Flynn,m,English
Foka,m,Russian (Rare)
Folami,m,Yoruba (Rare)
Folant,m,Welsh (Rare)
Folasade,f,Yoruba
Folcmar,m,Germanic
Folke,m,"Swedish, Danish"
Fólki,m,Old Norse
Foma,m,Russian
Fons,m,Dutch
Forbes,m,Scottish
Ford,m,English
Forest,m,English
Forrest,m,English
Fortuna,f,Roman Mythology
Fortunata,f,"Italian, Spanish, Portuguese (Rare), Late Roman"
Fortunato,m,"Italian, Spanish, Portuguese"
Fortunatus,m,Late Roman
Fortune,m,"French, English (Rare)"
Foster 1,m,English
Foster 2,m,English
Foteini,f,Greek
Fotini,f,Greek
Fotios,m,Greek
Fotis,m,Greek
Fouad,m,Arabic
Fouzia,f,"Arabic (Maghrebi), Urdu"
Fox,m,English (Modern)
Frahat,m,Parthian
Fran,m,"Spanish, English, Croatian, Slovene"
Franc,m,Slovene
Franca,f,Italian
France 1,f,French
France 2,m,Slovene
Francene,f,English (Rare)
Frances,f,English
Francesc,m,Catalan
Francesca,f,"Italian, Catalan"
Francesca Pia,f,Italian
Francesco,m,Italian
Francesco Pio,m,Italian
Francescu,m,Corsican
Francette,f,French
Franchesca,f,Spanish (Latin American)
Franci,m,Slovene
Franciele,f,Portuguese (Brazilian)
Francine,f,"French, English"
Francis,m,"English, French"
Francisc,m,Romanian
Francisca,f,"Spanish, Portuguese, Dutch, Late Roman"
Francisco,m,"Spanish, Portuguese"
Francisco Javier,m,Spanish
Francisco José,m,Spanish
Franciscus,m,"Late Roman, Dutch"
Frančišek,m,Slovene
Frančiška,f,Slovene
Franciska,f,Hungarian
Francisque,m,French
Franciszek,m,Polish
Franciszka,f,Polish
Franck,m,French
Francka,f,Slovene
Franco,m,Italian
François,m,French
Françoise,f,French
François-Marie,m,French
François-Xavier,m,French
Frane,m,Croatian
Franek,m,Polish
Frang,m,Scottish Gaelic
Frangag,f,Scottish Gaelic
Frangrasyan,m,Persian Mythology
Franjo,m,"Croatian, Serbian"
Frank,m,"English, German, Dutch, Danish, Swedish, Norwegian, French"
Franka 1,f,"German, Dutch"
Franka 2,f,Croatian
Frankenstein,m,Popular Culture
Frankie,m,English
Franklin,m,"English, Portuguese (Brazilian)"
Franklyn,m,English
Franko,m,"Croatian, Germanic"
Frannie,f,English
Franny,m,English
Frano,m,Croatian
Frans,m,"Dutch, Swedish, Norwegian, Danish, Finnish"
Frañsez,m,Breton
Frañseza,f,Breton
František,m,"Czech, Slovak"
Františka,f,"Czech, Slovak"
Frantzisca,f,Sardinian
Frantziscu,m,Sardinian
Frantziska,f,Basque
Frantzisko,m,Basque
Franz,m,German
Fränze,f,German
Franzi,f,German
Franziska,f,German
Franz Xaver,m,German
Fraser,m,"Scottish, English (Rare)"
Frauke,f,German
Frazier,m,English
Frea,f,Norse Mythology
Fred,m,"English, Dutch, German, French, Portuguese, Swedish, Norwegian"
Freda,f,English
Freddie,m,English
Freddy,m,"English, French, Dutch, German, Spanish (Latin American)"
Fredenandus,m,Gothic (Latinized)
Frédéric,m,French
Frederic,m,"Catalan, Occitan"
Frederica,f,"Portuguese, English"
Frederick,m,English
Frederico,m,Portuguese
Frederik,m,"Danish, Dutch, Low German"
Frederikke,f,Danish
Frédérique,f,French
Frediano,m,Italian (Rare)
Fredo,m,Italian (Rare)
Fredric,m,English
Fredrick,m,English
Fredrik,m,"Swedish, Norwegian, Finnish"
Fredrika,f,"Swedish, Finnish"
Fredrikke,f,Norwegian
Fredy,m,"Spanish (Latin American), German"
Freek,m,Dutch
Freeman,m,English
Freida,f,English
Freideriki,f,Greek
Frej,m,"Danish, Swedish"
Freja,f,"Danish, Swedish"
Frens,m,Limburgish
Frenske,m,Limburgish
Frey,m,Norse Mythology
Freya,f,"Norse Mythology, English (Modern), German"
Freyde,f,Yiddish (Rare)
Freyja,f,"Icelandic, Norse Mythology"
Freyr,m,"Norse Mythology, Icelandic"
Fricis,m,Latvian
Frida 1,f,"German, Germanic"
Frida 2,f,"Swedish, Norwegian, Danish"
Friday,m,English (African)
Fridenot,m,Germanic
Friderik,m,Slovene
Frideriki,f,Greek
Frideswide,f,History (Ecclesiastical)
Fridolin,m,"German, Germanic"
Fridrich,m,Slovak
Frīdrihs,m,Latvian
Fridtjof,m,Norwegian
Fridubert,m,Germanic
Friduhelm,m,Germanic
Friduman,m,Germanic
Fridumar,m,Germanic
Friduric,m,Germanic
Fridwald,m,Germanic
Frieda,f,"German, English"
Friedbert,m,German
Friede,f,German
Friedel,m,German
Friedemann,m,German
Friederike,f,German
Friedhelm,m,German
Friedhold,m,German (Rare)
Friedrich,m,German
Frig,f,Anglo-Saxon Mythology
Frigg,f,Norse Mythology
Frigidianus,m,Late Roman
Frigyes,m,Hungarian
Frija,f,Germanic Mythology
Frijjō,f,Germanic Mythology (Hypothetical)
Friso,m,Frisian
Fríða,f,"Old Norse, Icelandic"
Friðrik,m,Icelandic
Friðrika,f,Icelandic
Friðþjófr,m,Old Norse
Friþunanþs,m,Gothic (Hypothetical)
Friþurīks,m,Old Germanic (Hypothetical)
Friðuswiþ,f,Anglo-Saxon
Fritiof,m,Swedish (Rare)
Fritjof,m,"Swedish (Rare), Norwegian (Rare)"
Frits,m,Dutch
Fritz,m,German
Fritzi,f,German
Frode,m,"Norwegian, Danish"
Frodo,m,Literature
Froilán,m,Spanish
Froilanus,m,Germanic (Latinized)
Frona,f,English (Rare)
Frosina,f,Macedonian
Fróði,m,Old Norse
Frøya,f,Norwegian
Fructuoso,m,Spanish
Fructuosus,m,Late Roman
Fructus,m,Late Roman
Fruma,f,Yiddish
Frutos,m,Spanish (Rare)
Fruzsina,f,Hungarian
Fryderyk,m,Polish
Fryderyka,f,Polish (Rare)
Fu,m,Chinese
Fuad,m,"Arabic, Azerbaijani, Indonesian, Malay"
Fuat,m,Turkish
Fuensanta,f,Spanish
Fūjin,m,Japanese Mythology
Fuku,m,Japanese
Fulbert,m,"French, Germanic"
Fulchard,m,Germanic
Fulcher,m,Germanic
Fulco,m,Germanic
Fulgencio,m,Spanish
Fulgentius,m,Late Roman
Fulgenzio,m,Italian (Rare)
Fulgora,f,Roman Mythology
Fulk,m,English (Archaic)
Fulke,m,English (Archaic)
Fülöp,m,Hungarian
Fulton,m,English
Fulvia,f,"Italian, Ancient Roman"
Fúlvio,m,Portuguese (Rare)
Fulvio,m,Italian
Fulvius,m,Ancient Roman
Fumi,f,Japanese
Fumie,f,Japanese
Fumihito,m,Japanese
Fumiko,f,Japanese
Fumio,m,Japanese
Fumnanya,f,Igbo
Funda,f,Turkish
Fungai,m,Shona
Funke,f,Yoruba
Funmilayo,f,Yoruba
Funs,m,Limburgish
Funske,m,Limburgish
Furaha,f,Swahili
Furiosa,f,Popular Culture
Furkan,m,Turkish
Furqan,m,"Arabic, Urdu"
Füsun,f,Turkish
Fuxi,m,Chinese Mythology
Fuyuko,f,Japanese
Fyfe,m,Scottish (Rare)
Fynn,m,German (Modern)
Fyodor,m,Russian
Fyokla,f,Russian (Rare)
Gabby,f,English
Gabe,m,English
Gaber,m,Slovene
Gabi,f,"German, Romanian, Spanish, Portuguese, Hungarian"
Gabija,f,"Lithuanian, Baltic Mythology"
Gabin,m,French
Gabino,m,Spanish
Gabinus,m,Late Roman
Gabir,m,Arabic
Gábor,m,Hungarian
Gabr,m,Arabic
Gábriel,m,Hungarian
Gabríel,m,Icelandic
Gabriël,m,Dutch
Gabriel,m,"French, Spanish, Portuguese, German, Swedish, Norwegian, Danish, Finnish, Catalan, English, Romanian, Polish, Czech, Slovak, Georgian, Biblical, Biblical Latin, Biblical Greek"
Gabriela,f,"Portuguese, Polish, Romanian, Spanish, German, Czech, Slovak, Croatian, Bulgarian, Macedonian"
Gabriele 1,m,Italian
Gabriele 2,f,German
Gabrielė,f,Lithuanian
Gabrieli,m,Georgian
Gabrielius,m,Lithuanian
Gabriella,f,"Italian, Hungarian, English, Swedish"
Gabriëlle,f,Dutch
Gabrielle,f,"French, English"
Gabriels,m,Latvian
Gabrihel,m,Biblical Latin
Gabrijel,m,"Croatian, Slovene"
Gabrijela,f,"Croatian, Slovene"
Gaby,f,"French, Spanish, English"
Gad,m,"Biblical, Biblical Greek, Biblical Hebrew"
Gadar,f,Armenian
Gadisa,m,Oromo
Gadise,f,Oromo
Gae,f,English (Rare)
Gaea,f,Greek Mythology (Latinized)
Gaël,m,"French, Breton"
Gael,m,"Breton, English (Modern), Spanish (Modern)"
Gaëlle,f,"French, Breton"
Gaenor,f,Welsh
Gaétan,m,French
Gaëtan,m,French
Gaetana,f,Italian
Gaétane,f,French
Gaëtane,f,French
Gaetano,m,Italian
Gafar,m,Arabic
Gage,m,English (Modern)
Gagik,m,Armenian
Gaheriet,m,Arthurian Cycle
Gaheris,m,Arthurian Cycle
Gai,m,Hebrew
Gaia,f,"Greek Mythology, Italian"
Gaiana,f,Ancient Greek (Latinized)
Gaiane,f,Ancient Greek
Gail,f,English
Gaila,f,English (Rare)
Gailawera,f,Gothic (Hypothetical)
Gaileswinþa,f,Gothic (Hypothetical)
Gaios,m,"Ancient Roman (Hellenized), Biblical Greek"
Gaioz,m,Georgian
Gaisarīx,m,Vandalic (Hypothetical)
Gaiseric,m,Vandalic (Latinized)
Gaius,m,"Ancient Roman, Biblical Latin, Biblical"
Gaizaþrūþiz,f,Old Germanic (Hypothetical)
Gaizka,m,Basque
Gaja 1,f,"Slovene, Polish"
Gaja 2,f,Esperanto
Gál,m,Hungarian
Gal 1,f,Hebrew
Gal 2,m,Slovene
Gala 1,f,Russian
Gala 2,f,Spanish
Galaad,m,Arthurian Cycle
Galadriel,f,Literature
Galahad,m,Arthurian Cycle
Galaktion,m,"Late Greek, Georgian"
Galal,m,Arabic (Egyptian)
Galatea,f,Greek Mythology (Latinized)
Galateia,f,Greek Mythology
Galba,m,Ancient Roman
Gale 1,f,English
Gale 2,m,English
Galeazzo,m,Italian (Rare)
Galen,m,English
Galena,f,"Bulgarian, Macedonian"
Galene,f,"Ancient Greek, Greek Mythology"
Galenos,m,Ancient Greek
Gali,f,Hebrew
Galia,f,Hebrew
Galila,f,Arabic
Galilahi,f,Cherokee
Galilea,f,"Italian (Rare), Spanish (Rare), English (Modern)"
Galileo,m,Italian (Rare)
Gaļina,f,Latvian
Galina,f,"Russian, Bulgarian"
Galini,f,Greek
Galip,m,Turkish
Galit,f,Hebrew
Gall,m,History (Ecclesiastical)
Gal·la,f,Catalan
Galla,f,Ancient Roman
Gallagher,m,English (Rare)
Gallchobhar,m,Medieval Irish
Gallcobar,m,Old Irish
Gallo,m,Italian
Gallus,m,Ancient Roman
Galo,m,Spanish
Galswintha,f,Gothic (Anglicized)
Galust,m,Armenian
Galvão,m,Portuguese (Rare)
Galya,f,"Russian, Bulgarian"
Gamal,m,Arabic (Egyptian)
Gamaliel,m,"Biblical, Biblical Greek"
Gamil,m,Arabic (Egyptian)
Gamila,f,Arabic (Egyptian)
Gamli'el,m,Biblical Hebrew
Gamze,f,Turkish
Ganbaatar,m,Mongolian
Ganbold,m,Mongolian
Gandalf,m,"Norse Mythology, Literature"
Gandálfr,m,Norse Mythology
Ganelon,m,Carolingian Cycle
Ganesh,m,"Hindi, Marathi, Kannada, Tamil, Malayalam, Telugu, Bengali, Nepali"
Ganesha,m,Hinduism
Gang,m,Chinese
Ganga,f,"Hinduism, Hindi, Marathi, Nepali, Telugu"
Gani,m,Tagalog
Ganix,m,Basque
Ganizani,m,Chewa
Ganna,f,Ukrainian
Gantulga,m,Mongolian
Ganymede,m,Greek Mythology (Anglicized)
Ganymedes,m,Greek Mythology
Ganzorig,m,Mongolian
Garaile,m,Basque
Garance,f,French
Garba,m,Hausa
Garbán,m,Old Irish
Garbhán,m,Irish
Garbi,f,Basque
Garbiñe,f,Basque
Gardenia,f,English (Rare)
Garegin,m,Armenian
Garen,m,Armenian
Gareth,m,"Welsh, English (British), Arthurian Cycle"
Garey,m,English
Garfield,m,English
Gargi,f,"Hinduism, Hindi, Bengali"
Garibald,m,Germanic
Garik,m,Armenian
Garland,m,English
Garnet 1,f,English
Garnet 2,m,English
Garnett,m,English
Garnette,f,English (Rare)
Garnier,m,Medieval French
Garnik,m,Armenian
Garret,m,English
Garrett,m,English
Garrick,m,English
Garry,m,English
Garsea,m,Medieval Spanish
Garth,m,English
Garuda,m,Hinduism
Garvan,m,Irish
Gary,m,English
Garyfallia,f,Greek
Gáspár,m,Hungarian
Gašpar,m,Slovak
Gaspar,m,"Spanish, Portuguese, Judeo-Christian-Islamic Legend"
Gaspard,m,French
Gaspare,m,Italian
Gasparo,m,Italian (Rare)
Gašper,m,Slovene
Gasto,m,Germanic
Gastón,m,Spanish
Gaston,m,French
Gastone,m,Italian
Gatis,m,Latvian
Gaubert,m,French (Rare)
Gaufrid,m,Germanic
Gauhar,f,Kazakh
Gaultier,m,French (Rare)
Gaurav,m,Hindi
Gauri,f,"Hinduism, Hindi, Marathi"
Gautam,m,"Hindi, Marathi, Bengali"
Gautama,m,"Sanskrit, Buddhism"
Gautbert,m,Germanic
Gaute,m,Norwegian
Gautfrid,m,Germanic
Gauthier,m,French
Gauti,m,Old Norse
Gautier,m,French
Gautselin,m,Germanic
Gautstafr,m,Old Norse
Gautwin,m,Germanic
Gauvain,m,"French, Arthurian Cycle"
Gavin,m,"English, Scottish"
Gavino,m,Italian
Gavrail,m,Bulgarian
Gavrel,m,Yiddish (Rare)
Gavri'el,m,Biblical Hebrew
Gavriel,m,Hebrew
Gavriil,m,"Greek, Russian"
Gavriilŭ,m,Old Church Slavic
Gavril,m,"Bulgarian, Macedonian, Romanian"
Gavrila,f,Romanian
Gavrilo,m,Serbian
Gawahir,f,Arabic
Gawain,m,Arthurian Cycle
Gawdat,m,Arabic
Gaweł,m,Polish
Gay,f,English
Gaya,f,Hebrew
Gayan,m,Sinhalese
Gayane,f,Armenian
Gayathri,f,"Tamil, Kannada, Malayalam, Telugu"
Gayatri,f,"Hinduism, Marathi, Hindi"
Gaye 1,f,English
Gaye 2,f,Turkish
Gayelord,m,English (Rare)
Gayla,f,English
Gayle,f,English
Gaylord,m,English
Gaynor,f,"English (British), Welsh"
Gaz,m,English (British)
Gazbia,f,Arabic (Rare)
Gazbiyya,f,Arabic (Rare)
Gazmend,m,Albanian
Gazsi,m,Hungarian (Rare)
Gbemisola,f,Yoruba
Geanina,f,Romanian (Modern)
Gearalt,m,Irish (Rare)
Gearóid,m,Irish
Geb,m,Egyptian Mythology
Gebahard,m,Germanic
Gebhard,m,"German, Germanic"
Gedaliah,m,Biblical
Gedalyahu,m,Biblical Hebrew
Gedeon,m,"Biblical Latin, Biblical Greek"
Gediminas,m,Lithuanian
Geena,f,English (Rare)
Geert,m,Dutch
Geertje,f,Dutch
Geertruida,f,Dutch
Geeta,f,"Hindi, Marathi, Bengali, Nepali"
Geetha,f,"Kannada, Malayalam, Tamil, Telugu"
Geevarghese,m,Malayalam (Rare)
Gefen,f,Hebrew
Geffrey,m,English (Rare)
Gefion,f,Norse Mythology
Gefjon,f,Norse Mythology
Gegham,m,Armenian
Geghard,m,Armenian
Geir,m,"Norwegian, Icelandic"
Geirmundr,m,Old Norse
Geirr,m,Old Norse
Gejza,m,"Slovak, Czech"
Gela,m,Georgian
Gelasios,m,Late Greek
Gelasius,m,Late Greek (Latinized)
Gellért,m,Hungarian
Geloyra,f,Gothic (Latinized)
Gelsomina,f,Italian
Geltrude,f,Italian
Gema,f,Spanish
Gemariah,m,Biblical
Gemaryahu,m,Biblical Hebrew
Gemini,m,"Roman Mythology, Astronomy"
Gemma,f,"Italian, Catalan, English (British), Dutch"
Gena 1,f,English
Gena 2,m,Russian
Genadi,m,"Bulgarian, Georgian"
Genādijs,m,Latvian
Genaro,m,Spanish
Gene,m,English
Genė,f,Lithuanian
Generosa,f,"Late Roman, Spanish (Rare)"
Generoso,m,"Italian, Spanish (Rare)"
Generosus,m,Late Roman
Genesio,m,Italian
Genesis,f,English (Modern)
Genesius,m,Late Roman
Genette,f,English (Rare)
Geneva,f,English
Geneviève,f,French
Genevieve,f,English
Genevra,f,Various (Rare)
Genghis,m,History
Geni,f,Portuguese (Brazilian)
Genie,f,English
Genís,m,Catalan (Rare)
Genista,f,Various (Rare)
Genko,m,Bulgarian
Gennadi,m,Russian
Gennadios,m,Late Greek
Gennadius,m,Late Greek (Latinized)
Gennadiy,m,Russian
Gennadiya,f,Russian (Rare)
Gennady,m,Russian
Gennarino,m,Italian
Gennaro,m,Italian
Geno,m,"Bulgarian, Georgian"
Genovaitė,f,Lithuanian
Genovefa,f,"Old Germanic (Latinized, ?)"
Genoveffa,f,Italian
Genoveva,f,"Spanish, Portuguese, Catalan"
Genowefa,f,Polish
Genrikh,m,Russian
Gentian,m,Albanian
Gentiana,f,Albanian
Gentius,m,Albanian
Gentjan,m,Albanian
Gentjana,f,Albanian
Genya,m,Russian
Geoff,m,English
Geoffrey,m,"English, French"
Geoffroi,m,Medieval French
Geoffroy,m,French
Geofrey,m,English (African)
Geon-u,m,Korean
Geordie,m,English
Georg,m,"German, Swedish, Norwegian, Danish, Icelandic, Estonian"
George,m,"English, Romanian, Indian (Christian)"
Georgeanna,f,English
Georgene,f,English
Georges,m,French
Georgeta,f,Romanian
Georgetta,f,English
Georgette,f,French
Georgi,m,Bulgarian
Georgia,f,"English, Greek"
Georgian,m,Romanian
Georgiana,f,"English, Romanian"
Georgianna,f,English
Georgie,f,English
Georgii,m,Medieval Slavic
Georgijs,m,Latvian
Georgina,f,"English, Spanish, Hungarian"
Georgine,f,French
Georgios,m,"Greek, Ancient Greek"
Georgius,m,Ancient Greek (Latinized)
Georgiy,m,Russian
Georgo,m,Esperanto
Georgs,m,Latvian
Georgy,m,Russian
Geovana,f,Portuguese (Brazilian)
Geovane,m,Portuguese (Brazilian)
Ger,m,"Dutch, Irish"
Gera,m,"Biblical, Biblical Hebrew"
Geraint,m,"Welsh, Welsh Mythology, Arthurian Cycle"
Gérald,m,French
Gerald,m,"English, German, Dutch"
Geralda,f,Portuguese (Brazilian)
Géraldine,f,French
Geraldine,f,English
Geraldo,m,"Portuguese, Spanish, Italian (Rare)"
Gerallt,m,Welsh
Geralt,m,Literature
Geralyn,f,English
Gérard,m,French
Gerard,m,"English, Dutch, Catalan, Polish"
Gerarda,f,"Italian, Dutch"
Gerardo,m,"Italian, Spanish"
Gerasim,m,"Russian, Bulgarian, Macedonian"
Gerasimos,m,"Greek, Late Greek"
Géraud,m,French
Gerbald,m,Germanic
Gerben,m,Dutch
Gerbern,m,Germanic
Gerbold,m,Germanic
Gerd 1,m,"German, Dutch"
Gerd 2,f,"Swedish, Norwegian, Danish, Norse Mythology"
Gerda 1,f,"German, Dutch"
Gerda 2,f,"Danish, Swedish, Norwegian"
Gerdina,f,Dutch
Geredrudis,f,Germanic (Latinized)
Gerel,f,Mongolian
Gerelt,m,Mongolian
Geremia,m,Italian
Gereon,m,"German, Late Roman"
Gerfrid,m,Germanic
Gerfried,m,German (Rare)
Gergana,f,Bulgarian
Gergely,m,Hungarian
Gergina,f,Bulgarian
Gergő,m,Hungarian
Gerhard,m,"German, Dutch, Swedish, Danish, Norwegian, Germanic"
Gerhardt,m,German
Gerhart,m,German
Gerhild,f,"German, Germanic"
Gerhold,m,German (Rare)
Geri,f,English
Gerlach,m,"Dutch (Rare), Germanic"
Gerlind,f,Germanic
Gerlinde,f,"German, Dutch"
Gerlof,m,Dutch
Germain,m,French
Germaine,f,French
Germán,m,Spanish
German,m,Russian
Germana,f,"Italian, Ancient Roman"
Germanicus,m,Ancient Roman
Germano,m,"Italian, Portuguese"
Germanus,m,Ancient Roman
Germogen,m,Russian (Rare)
Germund,m,Germanic
Gernot,m,"German, Germanic"
Gero,m,"German, Germanic"
Geroald,m,Germanic
Gerolamo,m,Italian
Gerold,m,"German, Germanic"
Gerolf,m,German (Rare)
Gerolt,m,Dutch (Rare)
Gerónimo,m,Spanish
Geronimo,m,History
Gerontius,m,Late Roman
Gerrard,m,English (Rare)
Gerri,f,English
Gerrit,m,"Dutch, Frisian"
Gerry,m,"English, Dutch"
Gershom,m,"Biblical, Biblical Hebrew"
Gershon,m,"Biblical, Biblical Hebrew"
Gérson,m,Portuguese
Gert,m,"German, Dutch, Danish, Swedish"
Gerta,f,German
Gerðr,f,Norse Mythology
Gerti,f,German
Gertie,f,"English, Dutch"
Gert-Jan,m,Dutch
Gertraud,f,German
Gertraude,f,German
Gertrúd,f,Hungarian
Gertrud,f,"German, Swedish, Germanic"
Gertrúda,f,Slovak
Gertrūda,f,Lithuanian
Gertruda,f,"Polish, Czech"
Gertrude,f,"English, French, German"
Gertrudes,f,Portuguese
Gertrudis,f,"Germanic (Latinized), Spanish, Dutch"
Gertruida,f,Dutch (Rare)
Gerulf,m,Germanic
Gervais,m,French
Gervaise,f,French
Gervase,m,English (Rare)
Gervásio,m,Portuguese
Gervasio,m,"Italian, Spanish"
Gervasius,m,Germanic (Latinized)
Gerwas,m,Germanic (Hypothetical)
Gerwazy,m,Polish (Rare)
Gesine,f,German
Gessica,f,Italian
